text,type,pred
"If the system would change, people would feel like their votes actually matter more then they do now.  ",claim,claim
They wouldn't have to worry about the electors flipping sides. ,claim,claim
"Some people though, do say that the way the election is now is completely fair in the case of votes are based on population. ",counterclaim,claim
"To begin with, if the Electoral College was to be taken out of use, more people would feel like their vote matters. ",claim,evidence
"Although you may think you are voting for your choice of president, you are not.  As of now, when you cast your vote, you are actually just voting for your candidate's electors, as said in ""What Is the Electoral College"".  In the 2000 campaign, voters in seventeen states didn't have a chance to see the candidates at all.  Those candidates went mainly to the ""swing"" states, or states that were not certain on who they would be voting for.  The states unvisited, such as Rhode Island and South Carolina, were passed over because the candidates knew they would or wouldn't have their vote no matter what.  The ones who questioned their vote did not have the chance to see either candidate in their state.  In, ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"", the Romney and Obama election is mentioned.  It brings up the fact that Romney knew that throughout the South, he was going to get their vote.  He realized that there was no need to go there because he didn't need anymore popularity in the South because he had already gained their electoral votes.  Those who opposed Romney in the southern states felt that their votes would not matter because majority already knew they were voting for Romney.  If the system were to change, which I believe it should, more people would feel their votes mattered no matter what state they were in. ",evidence,evidence
"In addition to feeling like your vote matters, people never know if the electors would flip their desicions. ",claim,counterclaim
"The slate of electors is not picked by the people.  It is said in, ""The Indefensible Electoral College: Why even the best-laid jdefenses of the system are wrong"", that sometimes the state conventions, the party's central committee, or the presidential candidates themselves choose who will be their electors.  That being said, you don't know whether or not the electors will follow your choice of president or not.  For example, in 1960, some electors refused to vote for their party's candidate and they chose whomever they wanted. If we were to switch the way things are now, that would not happen.  A poll taken in 2000 called the Gallup poll, showed that over 60% of voters prefered a direct election rather then the kind we have now.  This took place when Al Gore recieved the popular vote, but lost the electoral votes.  You can see that the current system has its flaws. 
",evidence,claim
Many people say that it is fair for all states because of their amount of electoral votes.  ,counterclaim,claim
"For example, in ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"", Florida, which has a much larger population than Wyoming, recieved 29 electoral votes for Obama while Wyoming only had 3 electoral votes.  ",evidence,claim
"This, at the same time though, makes candidates want to only go to the larger states to try to get their votes.  The smaller states once again feel left out and unappreciated. ",rebuttal,evidence
These cars are the technology of the future. ,claim,evidence
"They are bringing this civilization closer and closer to a new level of technological advancement. This advancement would not only create a mammoth break through in modern day technology, but would also change the way we live our day to day lives as a worldwide culture ",evidence,evidence
Despite this product being a bit more of a want than a necessity for the time being ,counterclaim,claim
I believe that they should continue to be improved and developed. ,rebuttal,claim
"Driverless cars have been the seemingly unattainable, next level of fantastic futuristic technology for many people for decades now. ",claim,counterclaim
"In the 1950s, General Motors created the first car that could drive without a human at the wheel. AT that time, it would have been difficult to believe that such technology of a car that could drive itself with no type of polarized track below it would have been possible. Three decades later in the 1980s, the first speed sensors had been placed in wheels in order to provide drivers with an heightened break accuracy. Not even ten years later, those same sensors had become so advanced as to now provide drivers with the added safety of a car who could respond to the danger of out-of-control skidding. Furthermore, by the 2000s, radars that at one point had costed millions, could be found in your regular old run-of-the-mill car for your local dealer ship, ready for the purchase of any regular civillian. ",evidence,evidence
"WIth all of this improvement in a car's safety and reliability, not only can countless lives be saved on the road with this technology, but the more it is improved upon, the less room there is for the common human error in driving, which unfortunately leads to thousands of lives being lost yearly to traffic accidents. ",claim,claim
"While the current ""driverless"" cars still require some human skills when travelling through complex road conditions, with continuing developement, eventually the accuracy of the computers' driving skills will rival that of human intelligence. This can be predicted by looking at the accuracy and speed of reaction when looking at an automated calculator in comparison to a human arithmatic. As time has progress, so has technology up to the point where it surpasses human intelligence and reaction speed, and in the case of these new cars, would make it generally safer for the extremely accurate computers to do the driving, rather than humans, who would make a great many more faults when it comes to driving safely and accurately ",evidence,evidence
"The only major issue that could arise is the problematic moment in which a ""driverless"" car's system would break. This would leave not only the passenger in the car in danger depending on the severity of the car failure, but it would also leave the other communters on the road in danger as well. ",counterclaim,claim
The reason for this is because I tend to get bored during lunch time ,evidence,claim
if I have absolutely nothing to do maybe I could just listen to music on my phone or to text a friend that is away. ,claim,claim
"As well as if I needed to talk to my mom I could call her for something important to me, ",claim,claim
"I say important to me because If I asked the people in the office if I could use the phone to ask my mom or a parent something, and did not tell them why because it was a personal question, they would normally say ""no"". ",evidence,evidence
I really don't see what is wrong with having a phone out during the time we have free. ,claim,claim
"Kids do it either way, whether the teachers say yes or no, But kids sometimes get there phone look-in away. There for, I say we should be able to have use of a cell phone. ",evidence,claim
Students would be able to focus more if their home. ,claim,claim
They would have a less chance of getting distracted by anyone. It would be easier for them to learn more and better their self at knowing more information than they would at school learning from a teachers pace. Being able to learn at your own pace would be great for students. They would learn the information better. ,evidence,claim
It would better their chances of graduating. More students would actually do their work. ,claim,claim
"They would actually do way better doing it at home, because they wouldn't get detracted by anyone that's in the hallway or anyone that in their classroom. The classroom can be a huge distracted to students with everything going on it would be hard for them to get any work done for to even be able to learn everything their suppose to learn. ",evidence,claim
You have to think about it. If students don't do their work at school it's because their either messing around playing or their not able to focus with others around them. So letting them get the option to learn at home would be great for them. ,evidence,claim
Some would say that they disagree with letting students be able to learn from home is a bad idea ,counterclaim,claim
You have to think about what's best for students. What would help them succeed in life. What would make them want to better their future. ,rebuttal,claim
"because community service is only useful if the person does it with enthusiasm. Otherwise, it becomes a chore instead of a personal choice to do the right thing. ",claim,evidence
"Also if somebody does, for example, cleaning up the beach as a community service project, they will likely miss trash and litter. This would be due to a lack of enthusiasm, and the person did not really contribute to society. So it is a lose-lose situation to be in, the kids complain that it eats up their time and the job does not get done. ",evidence,evidence
"However, a student that CHOSE to perform community service, IS usually getting the job done, and done right. If the same student was REQUIRED to do community service, he would make mistakes and would get the job done, but NOT right. ",evidence,evidence
"There is many solutions to getting students involved with community service. One, for example, is to give extra credit to those that CHOOSE to do community service. Another possible way is to promote using flyers in hope someone will look at it and say something like ""Hey, this beach really is messy, and I can help"". So ",evidence,evidence
there are other options than to REQUIRE community service hours. ,claim,claim
The Electoral College is helpful in three ways: ,claim,claim
"there is a certainty of outcome in the votes, ",claim,evidence
"two types of states to persuade, ",claim,claim
helpful to avoid run-off elctions. ,claim,claim
The Electoral College helps keep the certainty of outcome in the votes. ,claim,counterclaim
"""The Electoral College is widly regarded as an anachronism, a non-democratic method of selecting a president that ought to be [overruled] by declaring the canadidate who receives the most popular votes the winner.""

source three:

In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner ",evidence,rebuttal
The Elctoral College also gives the candidates a second chance at winning the election. ,claim,claim
"Although someone won the popular vote portion of the election, they [the canidate] could still lose the election at the electoral portion. The electoral portion of the election is where the elected representatives go and vote for the president again and have a final deciding vote. Even with this prestegous process sometimes there are instenses were the ""underdog"" wins the electoral votes and

NOT

the popular votes. Although these instenses are little to non-exsitent.

""But each party selects a slate of electors trusted to vote for the party's nominee (and that is rarely betrayed)... [;however,] it is entirely possible that the winer of the electoral vote will not win the national popular vote. Yet that as happened very rarley. It happened in2000, when Gore had more popukar votes than Bush yet fewer electoral votes, but that was the first time since 1888.""

source three:

In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner ",evidence,evidence
"With two types of states, swing states and big states, the candidate can get wrapped up in trying to get the most votes in one particular type of state,-typically big states- they dont notice how the oppisite type of state could benefit them in the long run. ",claim,claim
"""The winner take-all-method of awarding electoral votes induces the candidates - as we saw in [2012's] election - to focus their campaign efforts on the toss-up states...""

""They are likely to be the most thoughtful voters, on average (and for the further reason that they will recieve the most information and attention from the candidates0, and the most thoughtful voters should be the ones to decide the election.""

source three:

In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner

On the other side of this arguement would be the big states (Texas, Califrnia, Florida, etc.) who usally vote the same party every election.

""The Electoral College restores some of the weight in the political balnce that large states (by population) lose by virtue of the mak-apportionmentof the Senate decreed in the Consitution...""

""So, other things being equal, a large state gets more attention from presidential campiagns than a small state does...""

source three:

In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner ",evidence,claim
Th Electoral College helps aviod run-off elections. ,claim,counterclaim
"""The Electoral College aviods the problem of elections in which no candidate recieves a mojority of the votes cast.""

""There is a pressure for run-off elections when no candidate wins a mojority of the votes cast' that pressure, which would greatly complicate the presidential election process, is reduced by the Electoral College, which invariably produces a clear winner.""

source three:

In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner ",evidence,claim
because if they want the points to go to the next grade or school they need to do community service. ,evidence,evidence
For me community service is a good way to show kids how to work. ,claim,evidence
"I think the required time for community service is twenty-four hours. I think that community service can be done anywhere even in fast food restaurants such as Burger King, McDonald's, Wendy's, or KFC, and all the other fat food restaurants, but the point is not about fast food restaurants, the point is that i think that community service could be done anywhere if they let you. ",evidence,claim
"If you want kids to have to do community service then they should do it and if they don't want to then that's their problem because they have to earn the hours and the points, and if you don't want to make us take community service then we have to make up for it in high school. ",claim,claim
"I have not yet done my community service because i haven't had time to do it but i am planning to do it in these next few months, but my problem is that i don't know what i should do to gain the points. I was thinking i should do my community service, and get the required points at .... well like i said i don't really know where i am going to do it, but ill think about it really hard, but my goal is when i do find out what i am going to do i am going to get the points and hours in a week and a half or less. ",evidence,claim
"because it lessens the time for extra curricular activities, ",claim,evidence
makes community service seem as it is work rather than something you chose to do ,claim,counterclaim
and because it takes time away from homework and other school work we are required to perform at home. ,claim,counterclaim
My first reason is that forcing children to work on community service is that it takes time away from extra curricular activities. ,claim,claim
"It's a common known fact that America has problems with obesity. Making kids do community service would definitely take time off of children's clock that they could be doing active activities like working out or playing a sport. This would increase obesity rates in America even more, causing the life span of children in this Country to shrink. ",evidence,claim
"My second point is that forcing children to do community service makes it seem more like work, rather than if you didn't it would seem like something you do for fun, like a hobby. ",claim,claim
"Community service is something that should be done because kids want to help other kids, the environment or those who need help. This wouldn't only make the amount of work done plummet, but also the quality of the work. If a kid is performing community service and is really enjoying himself, he is much more likely going to get a lot done and it is going to be very good quality work. 
",evidence,claim
"My third, and final point is that forcing children to perform community service is taking time away from children's school work or studying at home. ",claim,claim
"There is no doubt that children in this very room that I'm writing this paper in are struggling to pass the 8th grade. Forcing them to do community service would only increase the number of failing students at SCHOOL_NAME. This would not only be problematic for the children that are failing, but would also hurt this schools' reputation of having good academic program. ",evidence,evidence
Most students need their cell phone so their family and friends can contact them when needed. ,claim,evidence
"Some kids need their phone for the internet, like if their doing some kind of project that involves research then they'll need it. Most kids need to call their parents after school to let them know where their going to be after school, you never know what could happen. ",evidence,evidence
Policy 2 is not the best choice because a lot of children are stubborn and not allowing phones to be on campus is just going to make them want to bring them even more ,claim,claim
Some students are followers so if they see their friend bringing a cell phone to school then their eventually going to bring one too ,evidence,evidence
But I think it is a good reason why it has to be a B average it's because if u have a B or below than a B u can get kicked off the team or your activity. ,counterclaim,evidence
I think we should all be able to do activity's even though are grade is bad and is below a B average. ,claim,claim
Is because we can stay on the team and still bring are grades up instead of them like kicking us off the team just because are grades are below a B average. ,evidence,claim
we should not be able to do sports in less we have at least a B average or an A average. ,claim,claim
We should be able to do activity's no matter what the principal says it is the coaches place to say if we can or can not be on the team because of our grade's being low. ,evidence,counterclaim
they should pick the straight A or straight B students because they know that they will keep there grade up the whole school year. ,claim,evidence
"But they might get at least a

B- or an A-. Like for example lets say they got an F and the next day they brung up that F to a B. ",counterclaim,claim
You can also quit if you know you have a bad grade and then when you bring that grade back up you can go do that sport or activity again. ,claim,evidence
"if you look at the images in the beginnig of the article, it has three different dates. ",claim,claim
"f you look at the first one, 1976, you can see the face clearly. In 1998, the face is starting to get a little blery. Now at 2001, you barely see the face, in fact there is not a face anyone.

If this face was man-made or made by aliens, the shouldn't the face be more clearly in 1976. If man did make this face, how would they get there in the first place. ",evidence,rebuttal
"The electoral college is a process, not a place that what i've read. The founding fathers established it in the constitution between election of the president by a vote in congress and election of the president by a popular vote of qualified citizen. The electoral college consists of 538 elctors. a majority of 270 electoral votes is required to elect the president. each candidate running for president in your state has his or her own group of electors ",evidence,counterclaim
"Under the electoral collage system, votets vote not for the prisident, but for slate of elector who there elect the presient ",evidence,counterclaim
he single best argument against the electoral college is what we might call the disaster factor. ,evidence,claim
the amercan people should consider themselves lucky that the 2000 fiasco was the biggest electoin crisis in a century. consider that state legislatures are technically resonsible for picking electors and those electors could always defy the will of the people. ,evidence,claim
"each state casts only one vote, the single  representative from wyoming, representing 500,000 voters,would have as much say 55 representatives from california, who represent 35 millon votes. that  many voters vote one party for president and another for congress. ",evidence,claim
"the electoral college is widely regarded as an anachronism, a non-democratic method of selecting a president  taht ought to be overruled by declaring  the candidate who receives the most popular votes the winner. ",evidence,claim
"Supporting the opposite side of this argument,

Five reasons to keep our despised method of choosing the President , by Richard A. Posner. Just as it is said, he simply states and explains five major reasons why he and many other believe that this method should remain being used. ",counterclaim,counterclaim
"Although I strongly believe that the Electoral College should be discontinued, I do resspect the other side's opinions and mean no disrepect. ",rebuttal,rebuttal
"To begin this argument, the Electoral College is a process established by the Founding Fathers in the Constitution. It compromises the election of the President by a vote in Congress ang election of the President by a popular vote of qualified citizens. Ther are 538 electors in the Electoral College, and only a majority of 270 votes are needed to win the election. Every candidate that is running for the President has there own group of electors, which are chosen by that candidate's political party. ",evidence,claim
This method even lost the presidency vote according to a Gallup poll in 2000. ,claim,evidence
"The main reason many others and I are against this method is this; citizen voters vote not for the actual president of the United States, but for a slate of electors, which actual do the real voting and electing of the president. ",evidence,counterclaim
there are numerous different groups that even pick the electors in the first place ,claim,claim
Popular vote definetly makes more sense in this case. It's proven that an electoral vote would sometimes end in a tie ,claim,evidence
"resulting in a ""You're President, You're Vice President"" scenario. No one wants to go through a tie cause the election would go to the House of Representatives and then they would decide who is who. That's pretty stupid...if I do say so myself.

Now if the people, us, had a say in this...Then we'd defiently have a winner. No ties, No mistakes, No nothing. Just a plain, clean winner. ",evidence,claim
"The electoral college is unfair to voters to be honest. The electoral college is irrational, unfair, outdated and annoying. ",claim,claim
"No one uses it anymore. Due to it being completely unfair to citizens and states alike. 
",evidence,claim
"The Electoral College rule says ""It requires a presidential canidate to trans-regianl appeal."" ",counterclaim,claim
"Don't you think we know that? Then there's the fact that only ""Big States"" have a say, what about the smaller ones? There are people there too you know. ",rebuttal,evidence
"The Electoral College does avoid the problem of ""Run-Off Elections"" ",counterclaim,counterclaim
but that doesn't help the fact that we should all have a say. ,rebuttal,claim
"A C is still a passing grade, and even a D is a passing grade. ",claim,evidence
There are many people in college that I know who have C' s and they are doing great. ,evidence,claim
If you made it to where kids with C grades couldn't play sports it would may make some of them try a little bit harder ,counterclaim,claim
it may also make some just give up and not even try to do sports and after school activities. ,rebuttal,counterclaim
"If the school did set this rule up then there would probably only be nine or ten kids that would actually be involved in the activities themselves. I said earlier that a D is still a passing grade, and it is. I mean it definitely isn't best passing grade, but it is better than an F. F stands for fail. This rule they could put up is basically saying ""if your not a straight A student, then you cant do anything fun"".

Now this is all just my opinion on it all, there are a lot of facts involved to of what it would do to the school and its community though. Like it is said, many students have a grade C average. When I say many I mean a lot! I am also one of those students who has a grade C average so that's puts me on the side of not liking this idea ",evidence,claim
many straight A students wouldn't like this idea either. ,claim,claim
"The reason I say that many straight A students wouldn't like this idea is because they would probably seem to be labeled as nerd's even more than they already, dumbly enough, are. ",evidence,claim
"With kids having to have a B average and over all these years you would just have to have a C average, it would just mess everything up ",claim,claim
"After school sports and activities shouldn't have to be ""hard"" to get into, and this idea would make it really hard. ",claim,claim
"The Electoral College knows all about thinking if the president is good enough for the country, and if he can be a good role model, or also a commander in chief. That is the reason why I would like to keep the Electoral College ",claim,evidence
"For example there are two candidates fighting to be president and it's time to vote and the Electoral College might look over  to see if the president looks like he can keep his promise to keep the coutnry safe, to make this a better country or not . That's what they look for in a president. That's the reason wwhy we should keep the Electoral College ",evidence,evidence
"When the citizens want to vote for the president as well, they think of the same thing, if he's good enough for our country, and if he is going to keep us safe. The Electoral College knows a lot about picking the right president and they've been doing it for a long time ",evidence,claim
"because if the office can't get in contact with any parent/gaurdian about one us students having an emergency about something or either to get a ride, it wouldn't make sense to take the phone away right? ",claim,evidence
"If you can't get in contact with the hospital, because a student can't breath wouldn't it make sense to just use our phone during free time if that happened to let them know, because you are usually not out during free time and if that happens it could be too late to rush the student to the hospital if we have to walk or run a long way to just get to your office or the front office to let someone know that, "" hey there's a student across the other end of the school that is not breathing, then you would have to ruin all the way down to make sure so it would be to late for them to come right? Instead of just letting a student call then the ambulance would be here already and it wouldn't take forever ",evidence,claim
"If we have to contact our parents to let them know that we are going to be gone and miss the bus, because of school activity then we have to let them know. ",evidence,claim
a lot of students claim they don't have enough time. ,counterclaim,claim
"Doing little things like walking your neighbors dog, or help babysit your cousins is enough for students who have extracurricular activities, and boat loads of homework. Many students do participate in community service, and many also do extracurricular activities. ",rebuttal,evidence
"The main reason students say that they cannot participate in community services is because they play sports, or are on the dance team, or in English festival. They participate in something extracurricular, therefore they don't have the time between games and practices to balance out there schedule and their grades. ",evidence,claim
"The students grades are another important reason to either decide if or if you cannot participate in community services, let alone extracurricular activities. ",claim,evidence
. I think the school should have a sign up sheet which requires every student to sign up for a community service. ,claim,claim
"Now, not all community services are giving away food to the homeless, it's a simple thing such as tutoring a younger student, or cleaning up the lunchroom so all the volunteers who prepared the lunch don't have another burden on their shoulders. ",evidence,claim
"I think all students should do something for the community not just at home, but maybe the school can volunteer and help with the community service. ",claim,claim
Every student should do at least 2 community services. Maybe one at home and one at school ,evidence,claim
Just because some kids are complaining that they have to much homework or to many practices ,counterclaim,claim
"doesn't mean that they can't throw in a little extra time for the community. Go to study hall or try to get some of your work done in school, instead of talking. ",rebuttal,claim
"If you are struggling with school work, then try to focus on that and then go towards the community services once your ready and caught up with school work. ",evidence,evidence
"Some students need their cell phones, because some students have certain health problems ",claim,claim
"that sometimes could prevent them from making it to the nearest phone nearest way to contact someone for help.

If this were to happen and the student had his/her cell phone on them than they would be able to text or call 911 ",evidence,claim
"even home like say if they need anything brought to the office or brought to class for them. 
",claim,claim
This would also in turn free up phone lines in the schools main office ,claim,claim
"so that the office workers job would be much quicker because no lines would be used up by any students needing to call home or wherever they must call, they could just use their cell phones. 
",evidence,claim
"So take this matter into consideration, and maybe even call a school wide vote on it, and you don't even have to let students use them during free time such as between classes, or at lunch, or break.

You can have a scheduled 15 minutes or so during the day and call it a cell phone break. ",evidence,claim
because student will gain less exercise ,claim,evidence
students will get less social communication ,claim,evidence
and student will be less focus. ,claim,counterclaim
"Many claim, students will benefit if they are able to attend classes at home because they will feel more comparable ",claim,claim
"However,students will not learn anything even if they feel more comparable at home. Clearly, students will not benefit if they are able to attend classes at home. ",evidence,evidence
"To begin, students will not benefit if they are able to attend classes at home because students will gain less exercise ",claim,evidence
"For example, Generic_Name, who attend classes at home before, said that he will get less exercise, now that he goes to school he gets more exercise than before. To further detail, two friends, Generic_Name and Generic_Name, both attend classes at home before, they would both say that they would gain very little exercise before going to school. Clearly, students will not benefit if they are able to attend classes at home because students will gain less exercise. ",evidence,evidence
"Additionally,students will not benefit if they are able to attend classes at home because students will get less social communication. ",claim,evidence
"For example,

Generic_Name, a girl who use to attend classes at home, would not communicate much with other students at first, after some time she is able to communicate with other students. To further detail, Generic_Name, would talk very little to other students because he use to take classes at home, after a while he would talk to other students. Clearly, students will not benefit if they are able to attend classes at home because students will get less social communication. ",evidence,claim
"Lastly, students will not benefit if they are able to attend classes at home because student will be less focus. ",claim,evidence
"For example, Generic_Name ,a student who attend classes at home, had to difficult time focusing on the lesson at home, some later she began to understand the lessons. To further detail, Generic_Name had a terrible time focusing on the lessons when he toke classes home, he said that his surrounding was very distracting. Clearly, students will not benefit if they are able to attend classes from at because student will be less focus. ",evidence,evidence
"In 2009,Google had cars that could drive independently under specific conditions. their cars have drieven more than half a million miles without crashing, but these cars aren't exactly completely driverless. For example, if you were to buy a driverless car you'd stil have to stay alert, like any other non-driverless car, but you'd be able to take your eyes off the road for about 30 seconds. If you'll have to pay attention to the car as its driving, you'd have better luck just driving it yourself. if theres an accident, traffic issues,or roadwork, you'll end up being the one who has to drive for who knows how long ",evidence,claim
i think that i'd have better luck just driving on my own. ,claim,rebuttal
"People have been fascinated with driverless cars since the late 1950's. For example, in the late 1950's, General Motors created a concept car that could run on a soecial track. this track had been embedded with an electrical cable that sent radio signals to a receiver on the front end of the car. Engineer at Berkeley tried the same thing but this time they used magnetics with alternating polarity. The car would read positive and negative polarity messages in Binary code. The ""smart-road"" systems worked surprisingly well, but they required massive upgrades to the existing roads, but they were way to expensive.

In the 1980's automakers would use speed sensors at the wheel in the creation of antilock breaks. Within 10 years, these sensors had become more advanced to detect and resopnd to danger of out-of-control skids or rollovers. the information from the sensors can cause the car to apply brakes on individual wheels and reduce power from the engine. this alowed better response and control than any human could manage alone.

Sebastian Thrun, founder of the google car project, believes that the technology has finally began to catch up to the dreams. Before the 2000's, they didn't have all the sensors, the computers, or the mapping. the Radar was a device that cost two hundred thousand milion dollars. 
",evidence,claim
"In 2013, BMW announced the development of ""Traffic Jam Assistant."" This car could handle driving speeds up to 25 mph. This car had special touch sensors to make sure thatthe driver keeps their hands on the wheel. The cars could steer,accelerate, and brake themselves, but if there were any traffic incidents, the car would require human skills. This means that the driver would have to stay alert as if they were driving. To keep the driver alert, GM has developed seats that vibrate the driver's seat when the vehicle is in danger of backing into an object. The google the car announces when the driver should be prepared to take over the wheel. Also, other options for the cars driver to stay alert is flashing on the windshield and on the heads up displays. Manufacturing is also considering cameras to watch the driver or make sure that they are remaining focused on the road ",evidence,evidence
I don't believe that a want a car watching me when i know its somebody else video taping me and my family. Think of how akward that would feel having a computer watch your every move in your car. ,claim,claim
They think that the driver would get tired of waiting on their turn to drive ,claim,claim
"If you are a 15, 16, or 17 year old teenager who is figuring out how to drive,you'll get tired of waiting to drive, you'll be ready to put your hands on the wheel and show everyone that you've grown up. Dr. Werner, a BMW project manager driver says that ""we have to interpret the driving fun in a new way."" Some Manufactures hope to do that by bringin in car entertainment. THe purpose of the driverless car is to help texting and driving, this helps by keeping more teens out of accidents. ",evidence,claim
"In paragraph seven, it states that the first picture to come out on a website (JPL) was a natural landform picture. ",claim,claim
"It also says that there was no alien monument after all. If you actually read the article it says that the face is made of shadows. If you put it at a different angle then I bet there wouldn't be a face, there would just be bumps on the planet mars like any other planet. ",evidence,claim
"In paragraph twelve, the writer tells us that the picture shows the Martian equivalent of a butte or messa. ",claim,claim
Those landforms are common around the American West. ,evidence,evidence
"Lastly, aliens aren't real so how could something unreal make a face on mars? ",evidence,rebuttal
"the votes of the Electoral College outweigh the votes of an everyday citizen, ",claim,evidence
"the Electoral College basically has the final say in who becomes the president of the United States of America. 
",claim,claim
"One of the things that is wired throughout all three sources, is that electoral votes basicallly overpower the votes of the average citizen. ",claim,evidence
"When the average citizen does vote, however, their vote does not go toward the president. Their vote goes to the Electoral College, who then vote for the president. ""[...] it is entirely possible that the winner of the electoral vote will not win the national popular vote"" (Posner 16). ",evidence,claim
the winner of an election can win without owning the popular votes of an entire nation. ,claim,evidence
"Basically, all that a candidate even needs is the majority votes of the Electoral College in order to win an election. ""[...] according to a Gallup pole in 2000, taken shortly after Al Gore - thanks to the quirks of the electoral college - won the popular vote but lost the presidency[...]"" (Plumer 9). Collecting the votes of the Electoral College is the only concern of a candidate - therefore the only reason that candidates speak to the people is to influence them to cast votes for the Electoral College, which then cast votes for that candidate. ""[...] Obama received 61.7 percent of the electoral vote compared to only 51.3 percent of the popular votes [...]"" (Posner 18). It's as if the people are just physical steps that electoral voters use to get to the person that the Electoral college wants to be the president of the U.S.

""Can voters control whom their electors vote for? Not always"" (Plumer 10). As mentioned in the article by Richard A. Posner, members of the Electoral College are chosen and expected to vote for their party's nominee. However, people don't always deliver what we expect from them. It is completly possible for an elector to change their mind, and cast their finalizing vote toward the opposite candidate. These members cast their votes directly to the candidate, and they can easily change their vote.                       ",evidence,claim
Electoral colleges are where electors go to meet up and vote for president and vice president ,evidence,claim
This is a great help because they are more educated in politics than the average citizen is. ,claim,evidence
With the knowledge in politics they can be trusted to make a good decisionon who to vote for. ,evidence,evidence
"The Electoral College has five hundred thirty eight electors. Each state has an elector for each of the members in the House of Representatives. Not only does each candiddate running for president have their own group of electors, but you will get two of your own. ",evidence,claim
The electors are very hard working ,claim,evidence
They have to count all the votes made by congress. If the Electoral Colleges aren't in Florida then who else would want to count all of the electoral votes congress. No one has the time to do that unless it's in their job description. ,evidence,evidence
"According to the article

""What Is the Electoral College""

by the Office of the Federal Register, ""The Electoral College process consists of the selection of th electors, the meeting of the electors where they vote for President and Vice President, and the counting of the electoral votes by Congress."" ",evidence,claim
Basically we vote for our electors which then they vote for the President which seem to be working just fine why change it? ,claim,claim
"There are many resons why people are in favor of changing the Electoral College for popular vote. In the article

""Why  even the best-laid defenses of the system are wrong""

by Bradford Plumer he asks ""Can voters  control whom their electors vote for?"" Then answers himself with ""Not always."" ",counterclaim,rebuttal
This may be true but voters do get to vote for thier electors and it is the voters job to vote for the one they believe will choose the right president. ,rebuttal,claim
"The people need to put faith in thier electors, and even if the Electoral College was changed to popular vote they would have to vote for the president and put faith in him or her to make the right decisions for them, is they same basic thing but having electors are just another step. ",evidence,claim
"""The Electoral College restores some of the weight in the political balance that large states (by population) lose by virtue of the mal-apportionment of the Senate decreed in the Constitution ",claim,claim
"This was stated in the article ""

Five reasons to keep our despised method of choosing the President""

by Richard A. Posner. This is a very good point he made, the larger states get more attention than the smaller states when it comes to  popular voting in presidental elections because they have a much larger population giving them more votes. ",evidence,claim
When it comes to popular voting there have been times where no canidate has a mojority cast of votes and the Electoral College Prevents that problem. ,claim,claim
"In  1968 Nixon received 43 percent pluraltiy or more votes than the other canidates but still not receving a clear majority of votes in the popular votes same with Clinton in 1992 but they both won majority in the Electroral College, so there was no need for and run-off election. ",evidence,claim
"it takes votes away from people,  It changes the votes to make a person lose presidency even by changing the senators ",claim,evidence
it's a winner take all system these dont turn out good no matter what ,claim,claim
There are many many ways to win an election and this is not one good way it can easily make one side lose even if they won the popular vote. ,claim,claim
"The odds of one side winnning is easily changed with electoral votes.  This inturrupts the odds of how much the people likes them then it turns into how much the government of states likes them.  However it could help some people win if they are not the popular vote.

It can also make anyone with the popular vote lose when they should have won like after Al Gore during the gallup poll thanks to the perks of the electoral college won the popular vote but he lost presidency over it. ",evidence,rebuttal
Even though 60% of people prefer the direct election now some prefer the electoral college. ,counterclaim,counterclaim
But this can all be due to the fact that the electoral system was made by our founding fathers on the Constitution so it may only be natural that they support it ,rebuttal,evidence
"A good arguement was when the system allowed for far worse when the electors for defy the will of people like in passage 2 it says ""in 1960 when segragationists in the louisiana legislature almost succeeded in replacing electors who would appose John F. Kenedy"" that is just evil.  Although the law has not been changed since the Constitution was made. ",evidence,rebuttal
Even at the most basic level the electoral college is still unfair to voters because of the winner take all system put in place for each state ,claim,evidence
"They saddly dont visit every state in passage 2 it says ""Candidates dont spend time in states they know they have 0 chance of winning, focusing only on tight races"" Although the winner take all is made just to do what they are using it for by awarding electors to the presidential candidate (exept for Maine and Nebraska) it is being used for what they are using it for ",evidence,claim
